timestamp, q0, q1, q2, q3
1540674777185, 0.854248, 0.000000, 0.000000, 0.000000
1540674777185, 0.854248, -0.013733, 0.000000, 0.000000
1540674777185, 0.854248, -0.013733, 0.021606, 0.000000
1540674777185, 0.854248, -0.013733, 0.021606, 0.519165
1540674777186, 0.854248, -0.013733, 0.021606, 0.519165
1540674777186, 0.854248, -0.013672, 0.021606, 0.519165
1540674777186, 0.854248, -0.013672, 0.021545, 0.519165
1540674777186, 0.854248, -0.013672, 0.021545, 0.519226
1540674777186, 0.854248, -0.013672, 0.021545, 0.519226
1540674777186, 0.854248, -0.013672, 0.021545, 0.519226
1540674777186, 0.854248, -0.013672, 0.021606, 0.519226
1540674777186, 0.854248, -0.013672, 0.021606, 0.519226
1540674777186, 0.854187, -0.013672, 0.021606, 0.519226
1540674777187, 0.854187, -0.013977, 0.021606, 0.519226
1540674777187, 0.854187, -0.013977, 0.021179, 0.519226
1540674777187, 0.854187, -0.013977, 0.021179, 0.519226
1540674777187, 0.854187, -0.013977, 0.021179, 0.519226
1540674777187, 0.854187, -0.013977, 0.021179, 0.519226
1540674777187, 0.854187, -0.013977, 0.021179, 0.519226
1540674777187, 0.854187, -0.013977, 0.021179, 0.519226
1540674777187, 0.854187, -0.013977, 0.021179, 0.519226
1540674777187, 0.854187, -0.014038, 0.021179, 0.519226
1540674777187, 0.854187, -0.014038, 0.021362, 0.519226
1540674777188, 0.854187, -0.014038, 0.021362, 0.519226
1540674777200, 0.854187, -0.014038, 0.021362, 0.519226
1540674777200, 0.854187, -0.013916, 0.021362, 0.519226
1540674777202, 0.854187, -0.013916, 0.021484, 0.519226
1540674777202, 0.854187, -0.013916, 0.021484, 0.519226
1540674777259, 0.854187, -0.013916, 0.021484, 0.519226
1540674777261, 0.854187, -0.013977, 0.021484, 0.519226
1540674777262, 0.854187, -0.013977, 0.021606, 0.519226
1540674777262, 0.854187, -0.013977, 0.021606, 0.519226
1540674777349, 0.854187, -0.013977, 0.021606, 0.519226
1540674777349, 0.854187, -0.013794, 0.021606, 0.519226
1540674777350, 0.854187, -0.013794, 0.021301, 0.519226
1540674777351, 0.854187, -0.013794, 0.021301, 0.519226
1540674777352, 0.854187, -0.013794, 0.021301, 0.519226
1540674777409, 0.854187, -0.013794, 0.021301, 0.519226
1540674777410, 0.854187, -0.013672, 0.021301, 0.519226
1540674777412, 0.854187, -0.013672, 0.021240, 0.519226
1540674777414, 0.854187, -0.013672, 0.021240, 0.519287
1540674777469, 0.854187, -0.013672, 0.021240, 0.519287
1540674777469, 0.854187, -0.013550, 0.021240, 0.519287
1540674777470, 0.854187, -0.013550, 0.021301, 0.519287
1540674777471, 0.854187, -0.013550, 0.021301, 0.519287
1540674777529, 0.854187, -0.013550, 0.021301, 0.519287
1540674777529, 0.854187, -0.013855, 0.021301, 0.519287
1540674777530, 0.854187, -0.013855, 0.021362, 0.519287
1540674777531, 0.854187, -0.013855, 0.021362, 0.519287
1540674777589, 0.854187, -0.013855, 0.021362, 0.519287
1540674777589, 0.854187, -0.014099, 0.021362, 0.519287
1540674777590, 0.854187, -0.014099, 0.021423, 0.519287
1540674777592, 0.854187, -0.014099, 0.021423, 0.519226
1540674777649, 0.854187, -0.014099, 0.021423, 0.519226
1540674777650, 0.854187, -0.014160, 0.021423, 0.519226
1540674777650, 0.854187, -0.014160, 0.021484, 0.519226
1540674777651, 0.854187, -0.014160, 0.021484, 0.519226
1540674777680, 0.854187, -0.014160, 0.021484, 0.519226
1540674777680, 0.854187, -0.014099, 0.021484, 0.519226
1540674777681, 0.854187, -0.014099, 0.021545, 0.519226
1540674777682, 0.854187, -0.014099, 0.021545, 0.519226
1540674777740, 0.854187, -0.014099, 0.021545, 0.519226
1540674777740, 0.854187, -0.014099, 0.021545, 0.519226
1540674777741, 0.854187, -0.014099, 0.020874, 0.519226
1540674777742, 0.854187, -0.014099, 0.020874, 0.519287
1540674777800, 0.854187, -0.014099, 0.020874, 0.519287
1540674777801, 0.854187, -0.014343, 0.020874, 0.519287
1540674777802, 0.854187, -0.014343, 0.021240, 0.519287
1540674777802, 0.854187, -0.014343, 0.021240, 0.519287
1540674777859, 0.854187, -0.014343, 0.021240, 0.519287
1540674777860, 0.854187, -0.013977, 0.021240, 0.519287
1540674777860, 0.854187, -0.013977, 0.021545, 0.519287
1540674777861, 0.854187, -0.013977, 0.021545, 0.519287
1540674777919, 0.854187, -0.013977, 0.021545, 0.519287
1540674777919, 0.854187, -0.013855, 0.021545, 0.519287
1540674777920, 0.854187, -0.013855, 0.021606, 0.519287
1540674777921, 0.854187, -0.013855, 0.021606, 0.519287
1540674777979, 0.854187, -0.013855, 0.021606, 0.519287
1540674777979, 0.854187, -0.013794, 0.021606, 0.519287
1540674777980, 0.854187, -0.013794, 0.021423, 0.519287
1540674777982, 0.854187, -0.013794, 0.021423, 0.519287
1540674778009, 0.854187, -0.013794, 0.021423, 0.519287
1540674778009, 0.854187, -0.013916, 0.021423, 0.519287
1540674778012, 0.854187, -0.013916, 0.021606, 0.519287
1540674778015, 0.854187, -0.013916, 0.021606, 0.519287
1540674778069, 0.854187, -0.013916, 0.021606, 0.519287
1540674778069, 0.854187, -0.013733, 0.021606, 0.519287
1540674778071, 0.854187, -0.013733, 0.021729, 0.519287
1540674778072, 0.854187, -0.013733, 0.021729, 0.519287
1540674778129, 0.854187, -0.013733, 0.021729, 0.519287
1540674778129, 0.854187, -0.013550, 0.021729, 0.519287
1540674778130, 0.854187, -0.013550, 0.021423, 0.519287
1540674778132, 0.854187, -0.013550, 0.021423, 0.519287
1540674778189, 0.854187, -0.013550, 0.021423, 0.519287
1540674778189, 0.854187, -0.014099, 0.021423, 0.519287
